Calendar Year,AGE ID,School Name,Suburb,State,Postcode,School Sector,School Type,Campus Type,Rolled Reporting Description,Governing Body,Year Range,Geolocation,ICSEA,Bottom SEA Quarter (%),Lower Middle SEA Quarter (%),Upper Middle SEA Quarter (%),Top SEA Quarter (%),Teaching Staff,Full Time Equivalent Teaching Staff,Non-Teaching Staff,Full Time Equivalent Non-Teaching Staff,Total Enrolments,Girls Enrolments,Boys Enrolments,Full Time Equivalent Enrolments,Indigenous Enrolments (%),Language Background Other Than English (%),Address,Latitude,Longitudes,HubExistance
2016,9247,Dandenong West Primary School,Dandenong,VIC,3175,Government,Primary,School Single Entity,Individual Reporting,Department of Education and Training Victoria,Prep-6,Major Cities,934,54,24,17,5,26,24.9,17,10.9,306,141,165,305.4,1,96,"Dandenong West Primary School, Dandenong, VIC, 3175","{'results': [{'address_components': [{'long_name': '32', 'short_name': '32', 'types': ['street_number']}, {'long_name': 'Birdwood Avenue', 'short_name': 'Birdwood Ave', 'types': ['route']}, {'long_name': 'Dandenong', 'short_name': 'Dandenong', 'types': ['locality', 'political']}, {'long_name': 'Greater Dandenong City', 'short_name': 'Greater Dandenong', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Victoria', 'short_name': 'VIC', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '3175', 'short_name': '3175', 'types': ['postal_code']}], 'formatted_address': '32 Birdwood Ave, Dandenong VIC 3175, Australia', 'geometry': {'location': {'lat': -37.98087, 'lng': 145.200567}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -37.9795210197085, 'lng': 145.2019159802915}, 'southwest': {'lat': -37.98221898029149, 'lng': 145.1992180197085}}}, 'place_id': 'ChIJ483Jm3MU1moRPK37os5eid0', 'plus_code': {'compound_code': '2692+M6 Dandenong, Victoria, Australia', 'global_code': '4RJ72692+M6'}, 'types': ['establishment', 'point_of_interest', 'primary_school', 'school']}], 'status': 'OK'}",145.200567,y
2016,14790,Gowrie Street Primary School Shepparton,Shepparton,VIC,3632,Government,Primary,School Head Campus,Rolled Reporting,Department of Education and Training Victoria,Prep-6,Inner Regional,834,77,16,5,2,22,21.6,15,12.7,287,137,150,287,32,19,"Gowrie Street Primary School Shepparton, Shepparton, VIC, 3632","{'results': [{'address_components': [{'long_name': '1-19', 'short_name': '1-19', 'types': ['street_number']}, {'long_name': 'Gowrie Street', 'short_name': 'Gowrie St', 'types': ['route']}, {'long_name': 'Shepparton', 'short_name': 'Shepparton', 'types': ['locality', 'political']}, {'long_name': 'Greater Shepparton City', 'short_name': 'Greater Shepparton', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Victoria', 'short_name': 'VIC', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '3630', 'short_name': '3630', 'types': ['postal_code']}], 'formatted_address': '1-19 Gowrie St, Shepparton VIC 3630, Australia', 'geometry': {'location': {'lat': -36.3662262, 'lng': 145.3968322}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.3648772197085, 'lng': 145.3981811802915}, 'southwest': {'lat': -36.3675751802915, 'lng': 145.3954832197085}}}, 'place_id': 'ChIJ3z9Cn3OE2GoR05_l_3hE060', 'plus_code': {'compound_code': 'J9MW+GP Shepparton, Victoria, Australia', 'global_code': '4RM7J9MW+GP'}, 'types': ['establishment', 'point_of_interest', 'primary_school', 'school']}], 'status': 'OK'}",145.3968322,y
2016,11471,St Georges Road Primary School Shepparton,Shepparton,VIC,3630,Government,Primary,School Head Campus,Rolled Reporting,Department of Education and Training Victoria,Prep-6,Inner Regional,844,80,15,4,1,44,39.1,19,15.3,412,198,214,412,17,48,"St Georges Road Primary School Shepparton, Shepparton, VIC, 3630","{'results': [{'address_components': [{'long_name': '120', 'short_name': '120', 'types': ['street_number']}, {'long_name': 'Saint Georges Road', 'short_name': 'St Georges Rd', 'types': ['route']}, {'long_name': 'Shepparton', 'short_name': 'Shepparton', 'types': ['locality', 'political']}, {'long_name': 'Greater Shepparton City', 'short_name': 'Greater Shepparton', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Victoria', 'short_name': 'VIC', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '3630', 'short_name': '3630', 'types': ['postal_code']}], 'formatted_address': '120 St Georges Rd, Shepparton VIC 3630, Australia', 'geometry': {'location': {'lat': -36.3895616, 'lng': 145.4059346}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.3882126197085, 'lng': 145.4072835802915}, 'southwest': {'lat': -36.3909105802915, 'lng': 145.4045856197085}}}, 'place_id': 'ChIJJwfvAP-D2GoRgvx8E245a3A', 'plus_code': {'compound_code': 'JC64+59 Shepparton - Mooroopna, Victoria, Australia', 'global_code': '4RM7JC64+59'}, 'types': ['establishment', 'point_of_interest', 'primary_school', 'school']}], 'status': 'OK'}",145.4059346,y
2016,9246,Dandenong South Primary School,Dandenong,VIC,3175,Government,Primary,School Single Entity,Individual Reporting,Department of Education and Training Victoria,Prep-6,Major Cities,904,69,20,9,2,43,41.4,16,13.2,631,323,308,631,1,95,"Dandenong South Primary School, Dandenong, VIC, 3175","{'results': [{'address_components': [{'long_name': '52', 'short_name': '52', 'types': ['street_number']}, {'long_name': 'Kirkham Road', 'short_name': 'Kirkham Rd', 'types': ['route']}, {'long_name': 'Dandenong', 'short_name': 'Dandenong', 'types': ['locality', 'political']}, {'long_name': 'Greater Dandenong City', 'short_name': 'Greater Dandenong', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Victoria', 'short_name': 'VIC', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '3175', 'short_name': '3175', 'types': ['postal_code']}], 'formatted_address': '52 Kirkham Rd, Dandenong VIC 3175, Australia', 'geometry': {'location': {'lat': -37.9984834, 'lng': 145.2121714}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -37.9971344197085, 'lng': 145.2135203802915}, 'southwest': {'lat': -37.9998323802915, 'lng': 145.2108224197085}}}, 'place_id': 'ChIJD5wcLfAT1moRH8ijzqQHh_I', 'plus_code': {'compound_code': '2626+JV Dandenong, Victoria, Australia', 'global_code': '4RJ72626+JV'}, 'types': ['establishment', 'point_of_interest', 'primary_school', 'school']}], 'status': 'OK'}",145.2121714,y
2016,11468,Wilmot Road Primary School Shepparton,Shepparton,VIC,3630,Government,Primary,School Single Entity,Individual Reporting,Department of Education and Training Victoria,Prep-6,Inner Regional,844,84,11,4,1,25,23.6,17,11.6,282,141,141,282,10,74,"Wilmot Road Primary School Shepparton, Shepparton, VIC, 3630","{'results': [{'address_components': [{'long_name': '84-90', 'short_name': '84-90', 'types': ['street_number']}, {'long_name': 'Wilmot Road', 'short_name': 'Wilmot Rd', 'types': ['route']}, {'long_name': 'Shepparton', 'short_name': 'Shepparton', 'types': ['locality', 'political']}, {'long_name': 'Greater Shepparton City', 'short_name': 'Greater Shepparton', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Victoria', 'short_name': 'VIC', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '3630', 'short_name': '3630', 'types': ['postal_code']}], 'formatted_address': '84-90 Wilmot Rd, Shepparton VIC 3630, Australia', 'geometry': {'location': {'lat': -36.3984105, 'lng': 145.4055839}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.3970615197085, 'lng': 145.4069328802915}, 'southwest': {'lat': -36.3997594802915, 'lng': 145.4042349197085}}}, 'place_id': 'ChIJEa5S5VOB2GoRpvdL1-9W9TU', 'plus_code': {'compound_code': 'JC24+J6 Shepparton - Mooroopna, Victoria, Australia', 'global_code': '4RM7JC24+J6'}, 'types': ['establishment', 'point_of_interest', 'primary_school', 'school']}], 'status': 'OK'}",145.4055839,y
2016,7571,St Albans Heights Primary School,St Albans,VIC,3021,Government,Primary,School Single Entity,Individual Reporting,Department of Education and Training Victoria,Prep-6,Major Cities,908,65,21,12,3,25,21.8,17,11.5,261,132,129,261,0,91,"St Albans Heights Primary School, St Albans, VIC, 3021","{'results': [{'address_components': [{'long_name': 'St Albans Heights Primary', 'short_name': 'St Albans Heights Primary', 'types': ['premise']}, {'long_name': '1', 'short_name': '1', 'types': ['street_number']}, {'long_name': 'Norwich Street', 'short_name': 'Norwich St', 'types': ['route']}, {'long_name': 'St Albans', 'short_name': 'St Albans', 'types': ['locality', 'political']}, {'long_name': 'Brimbank City', 'short_name': 'Brimbank', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Victoria', 'short_name': 'VIC', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '3021', 'short_name': '3021', 'types': ['postal_code']}], 'formatted_address': 'St Albans Heights Primary, 1 Norwich St, St Albans VIC 3021, Australia', 'geometry': {'location': {'lat': -37.7484898, 'lng': 144.8091928}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -37.7471408197085, 'lng': 144.8105417802915}, 'southwest': {'lat': -37.7498387802915, 'lng': 144.8078438197085}}}, 'place_id': 'ChIJv1dMWKJf1moRYGdPm_ja5bo', 'plus_code': {'compound_code': '7R25+JM St Albans, Victoria, Australia', 'global_code': '4RJ67R25+JM'}, 'types': ['establishment', 'point_of_interest', 'primary_school', 'school']}], 'status': 'OK'}",144.8091928,y
2016,29976,Coolaroo South Primary School,Coolaroo,VIC,3048,Government,Primary,School Single Entity,Individual Reporting,Department of Education and Training Victoria,Prep-6,Major Cities,851,84,13,3,0,25,20.7,23,12.1,259,114,145,258.4,3,79,"Coolaroo South Primary School, Coolaroo, VIC, 3048","{'results': [{'address_components': [{'long_name': 'Bushfield Crescent', 'short_name': 'Bushfield Cres', 'types': ['route']}, {'long_name': 'Coolaroo', 'short_name': 'Coolaroo', 'types': ['locality', 'political']}, {'long_name': 'City of Hume', 'short_name': 'Hume', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Victoria', 'short_name': 'VIC', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '3048', 'short_name': '3048', 'types': ['postal_code']}], 'formatted_address': 'Bushfield Cres, Coolaroo VIC 3048, Australia', 'geometry': {'location': {'lat': -37.6618425, 'lng': 144.9327619}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': -37.6604935197085, 'lng': 144.9341108802915}, 'southwest': {'lat': -37.6631914802915, 'lng': 144.9314129197085}}}, 'place_id': 'ChIJqapRHG5Q1moRpDSN_xN459w', 'plus_code': {'compound_code': '8WQM+74 Coolaroo, Victoria, Australia', 'global_code': '4RJ68WQM+74'}, 'types': ['establishment', 'point_of_interest', 'primary_school', 'school']}], 'status': 'OK'}",144.9327619,y
2016,9472,Bell Park North Primary School,Bell Park,VIC,3215,Government,Primary,School Head Campus,Rolled Reporting,Department of Education and Training Victoria,Prep-6,Major Cities,923,60,28,11,2,29,28.4,16,9.2,194,100,94,194,5,28,"Bell Park North Primary School, Bell Park, VIC, 3215","{'results': [{'address_components': [{'long_name': '16-26', 'short_name': '16-26', 'types': ['street_number']}, {'long_name': 'Barton Street', 'short_name': 'Barton St', 'types': ['route']}, {'long_name': 'Bell Park', 'short_name': 'Bell Park', 'types': ['locality', 'political']}, {'long_name': 'Greater Geelong City', 'short_name': 'Greater Geelong', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Victoria', 'short_name': 'VIC', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '3215', 'short_name': '3215', 'types': ['postal_code']}], 'formatted_address': '16-26 Barton St, Bell Park VIC 3215, Australia', 'geometry': {'location': {'lat': -38.1059095, 'lng': 144.3356864}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -38.1045605197085, 'lng': 144.3370353802915}, 'southwest': {'lat': -38.1072584802915, 'lng': 144.3343374197085}}}, 'place_id': 'ChIJDfAjgCUR1GoRsKTcb7C1JHI', 'plus_code': {'compound_code': 'V8VP+J7 Geelong, Victoria, Australia', 'global_code': '4RH6V8VP+J7'}, 'types': ['establishment', 'point_of_interest', 'school']}], 'status': 'OK'}",144.3356864,y
2016,8045,Campbellfield Heights Primary School,Campbellfield,VIC,3061,Government,Primary,School Single Entity,Individual Reporting,Department of Education and Training Victoria,Prep-6,Major Cities,896,68,22,8,1,16,14.6,19,10.4,203,96,107,203,0,93,"Campbellfield Heights Primary School, Campbellfield, VIC, 3061","{'results': [{'address_components': [{'long_name': 'Laurel Crescent', 'short_name': 'Laurel Cres', 'types': ['route']}, {'long_name': 'Campbellfield', 'short_name': 'Campbellfield', 'types': ['locality', 'political']}, {'long_name': 'City of Hume', 'short_name': 'Hume', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Victoria', 'short_name': 'VIC', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '3061', 'short_name': '3061', 'types': ['postal_code']}], 'formatted_address': 'Laurel Cres, Campbellfield VIC 3061, Australia', 'geometry': {'location': {'lat': -37.6750029, 'lng': 144.9660813}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': -37.6736539197085, 'lng': 144.9674302802915}, 'southwest': {'lat': -37.6763518802915, 'lng': 144.9647323197085}}}, 'place_id': 'ChIJG0uI4fxP1moR2wKrk9N6xy0', 'plus_code': {'compound_code': '8XF8+XC Campbellfield, Victoria, Australia', 'global_code': '4RJ68XF8+XC'}, 'types': ['establishment', 'point_of_interest', 'primary_school', 'school']}], 'status': 'OK'}",144.9660813,y
2016,7576,Stevensville Primary School,St Albans,VIC,3021,Government,Primary,School Single Entity,Individual Reporting,Department of Education and Training Victoria,Prep-6,Major Cities,908,68,19,10,3,18,17.2,8,5.5,199,89,110,199,0,83,"Stevensville Primary School, St Albans, VIC, 3021","{'results': [{'address_components': [{'long_name': '52', 'short_name': '52', 'types': ['street_number']}, {'long_name': 'Kings Road', 'short_name': 'Kings Rd', 'types': ['route']}, {'long_name': 'St Albans', 'short_name': 'St Albans', 'types': ['locality', 'political']}, {'long_name': 'Brimbank City', 'short_name': 'Brimbank', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Victoria', 'short_name': 'VIC', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '3021', 'short_name': '3021', 'types': ['postal_code']}], 'formatted_address': '52 Kings Rd, St Albans VIC 3021, Australia', 'geometry': {'location': {'lat': -37.7363807, 'lng': 144.7813753}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -37.73503171970849, 'lng': 144.7827242802915}, 'southwest': {'lat': -37.73772968029149, 'lng': 144.7800263197085}}}, 'place_id': 'ChIJz8CbIHz11moRavYbM6klZtw', 'plus_code': {'compound_code': '7Q7J+CH St Albans, Victoria, Australia', 'global_code': '4RJ67Q7J+CH'}, 'types': ['establishment', 'point_of_interest', 'primary_school', 'school']}], 'status': 'OK'}",144.7813753,y
2016,7578,Deer Park North Primary School,Deer Park,VIC,3023,Government,Primary,School Single Entity,Individual Reporting,Department of Education and Training Victoria,Prep-6,Major Cities,925,61,26,11,2,26,24,16,11.3,373,176,197,367.4,1,72,"Deer Park North Primary School, Deer Park, VIC, 3023","{'results': [{'address_components': [{'long_name': '18-36', 'short_name': '18-36', 'types': ['street_number']}, {'long_name': 'Mawson Avenue', 'short_name': 'Mawson Ave', 'types': ['route']}, {'long_name': 'Deer Park', 'short_name': 'Deer Park', 'types': ['locality', 'political']}, {'long_name': 'Brimbank City', 'short_name': 'Brimbank', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Victoria', 'short_name': 'VIC', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '3023', 'short_name': '3023', 'types': ['postal_code']}], 'formatted_address': '18-36 Mawson Ave, Deer Park VIC 3023, Australia', 'geometry': {'location': {'lat': -37.7562198, 'lng': 144.7731097}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -37.7548708197085, 'lng': 144.7744586802915}, 'southwest': {'lat': -37.7575687802915, 'lng': 144.7717607197085}}}, 'place_id': 'ChIJq2UxQUX11moRFigGQgoSWjo', 'plus_code': {'compound_code': '6QVF+G6 Deer Park, Victoria, Australia', 'global_code': '4RJ66QVF+G6'}, 'types': ['establishment', 'point_of_interest', 'primary_school', 'school']}], 'status': 'OK'}",144.7731097,y
2016,8017,Broadmeadows Valley Primary School,Broadmeadows,VIC,3047,Government,Primary,School Head Campus,Rolled Reporting,Department of Education and Training Victoria,Prep-6,Major Cities,903,66,20,12,2,22,20.3,10,5.1,245,110,135,245,7,66,"Broadmeadows Valley Primary School, Broadmeadows, VIC, 3047","{'results': [{'address_components': [{'long_name': 'Dimboola Road', 'short_name': 'Dimboola Rd', 'types': ['route']}, {'long_name': 'Broadmeadows', 'short_name': 'Broadmeadows', 'types': ['locality', 'political']}, {'long_name': 'City of Hume', 'short_name': 'Hume', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Victoria', 'short_name': 'VIC', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '3047', 'short_name': '3047', 'types': ['postal_code']}], 'formatted_address': 'Dimboola Rd, Broadmeadows VIC 3047, Australia', 'geometry': {'location': {'lat': -37.6815182, 'lng': 144.9130868}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': -37.6801692197085, 'lng': 144.9144357802915}, 'southwest': {'lat': -37.6828671802915, 'lng': 144.9117378197085}}}, 'place_id': 'ChIJUR52RWda1moRYEBnna-I16I', 'plus_code': {'compound_code': '8W97+96 Broadmeadows, Victoria, Australia', 'global_code': '4RJ68W97+96'}, 'types': ['establishment', 'point_of_interest', 'primary_school', 'school']}], 'status': 'OK'}",144.9130868,y
2016,8029,Bethal Primary School,Meadow Heights,VIC,3048,Government,Primary,School Single Entity,Individual Reporting,Department of Education and Training Victoria,Prep-6,Major Cities,890,71,19,9,1,22,19.4,24,17.7,225,109,116,225,1,81,"Bethal Primary School, Meadow Heights, VIC, 3048","{'results': [{'address_components': [{'long_name': '26-52', 'short_name': '26-52', 'types': ['street_number']}, {'long_name': 'Eldorado Crescent', 'short_name': 'Eldorado Cres', 'types': ['route']}, {'long_name': 'Meadow Heights', 'short_name': 'Meadow Heights', 'types': ['locality', 'political']}, {'long_name': 'City of Hume', 'short_name': 'Hume', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Victoria', 'short_name': 'VIC', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '3048', 'short_name': '3048', 'types': ['postal_code']}], 'formatted_address': '26-52 Eldorado Cres, Meadow Heights VIC 3048, Australia', 'geometry': {'location': {'lat': -37.659406, 'lng': 144.918219}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -37.6580570197085, 'lng': 144.9195679802915}, 'southwest': {'lat': -37.66075498029149, 'lng': 144.9168700197085}}}, 'place_id': 'ChIJozrdb31Q1moR4R22Axa3Sq0', 'plus_code': {'compound_code': '8WR9+67 Meadow Heights, Victoria, Australia', 'global_code': '4RJ68WR9+67'}, 'types': ['establishment', 'point_of_interest', 'primary_school', 'school']}], 'status': 'OK'}",144.918219,y
2016,10737,Sunbury Heights Primary School,Sunbury,VIC,3429,Government,Primary,School Single Entity,Individual Reporting,Department of Education and Training Victoria,Prep-6,Major Cities,973,38,35,22,5,23,20.8,11,8.4,323,146,177,323,4,7,"Sunbury Heights Primary School, Sunbury, VIC, 3429","{'results': [{'address_components': [{'long_name': 'Charter Road East', 'short_name': 'Charter Rd E', 'types': ['route']}, {'long_name': 'Sunbury', 'short_name': 'Sunbury', 'types': ['locality', 'political']}, {'long_name': 'City of Hume', 'short_name': 'Hume', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Victoria', 'short_name': 'VIC', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '3429', 'short_name': '3429', 'types': ['postal_code']}], 'formatted_address': 'Charter Rd E, Sunbury VIC 3429, Australia', 'geometry': {'location': {'lat': -37.5811151, 'lng': 144.7060804}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': -37.5797661197085, 'lng': 144.7074293802915}, 'southwest': {'lat': -37.5824640802915, 'lng': 144.7047314197085}}}, 'place_id': 'ChIJl3IGo_H51moRh154hcsq3vY', 'plus_code': {'compound_code': 'CP94+HC Sunbury, Victoria, Australia', 'global_code': '4RJ6CP94+HC'}, 'types': ['establishment', 'point_of_interest', 'primary_school', 'school']}], 'status': 'OK'}",144.7060804,y
2016,14867,Meadow Heights Primary School,Meadow Heights,VIC,3048,Government,Primary,School Single Entity,Individual Reporting,Department of Education and Training Victoria,Prep-6,Major Cities,905,67,22,9,2,44,36.4,33,21.2,481,244,237,481,1,93,"Meadow Heights Primary School, Meadow Heights, VIC, 3048","{'results': [{'address_components': [{'long_name': '50-70', 'short_name': '50-70', 'types': ['street_number']}, {'long_name': 'Paringa Boulevard', 'short_name': 'Paringa Blvd', 'types': ['route']}, {'long_name': 'Meadow Heights', 'short_name': 'Meadow Heights', 'types': ['locality', 'political']}, {'long_name': 'City of Hume', 'short_name': 'Hume', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Victoria', 'short_name': 'VIC', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '3048', 'short_name': '3048', 'types': ['postal_code']}], 'formatted_address': '50-70 Paringa Blvd, Meadow Heights VIC 3048, Australia', 'geometry': {'location': {'lat': -37.6502715, 'lng': 144.9238658}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -37.6489225197085, 'lng': 144.9252147802915}, 'southwest': {'lat': -37.6516204802915, 'lng': 144.9225168197085}}}, 'place_id': 'ChIJEVoug2dQ1moR0_hFZvG2-3w', 'plus_code': {'compound_code': '8WXF+VG Meadow Heights, Victoria, Australia', 'global_code': '4RJ68WXF+VG'}, 'types': ['establishment', 'point_of_interest', 'primary_school', 'school']}], 'status': 'OK'}",144.9238658,y
2016,16435,Craigieburn South Primary School,Craigieburn,VIC,3064,Government,Primary,School Single Entity,Individual Reporting,Department of Education and Training Victoria,Prep-6,Major Cities,972,42,31,20,8,43,41.6,25,18.8,661,312,349,661,2,53,"Craigieburn South Primary School, Craigieburn, VIC, 3064","{'results': [{'address_components': [{'long_name': '102', 'short_name': '102', 'types': ['street_number']}, {'long_name': 'Hothlyn Drive', 'short_name': 'Hothlyn Dr', 'types': ['route']}, {'long_name': 'Craigieburn', 'short_name': 'Craigieburn', 'types': ['locality', 'political']}, {'long_name': 'City of Hume', 'short_name': 'Hume', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Victoria', 'short_name': 'VIC', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '3064', 'short_name': '3064', 'types': ['postal_code']}], 'formatted_address': '102 Hothlyn Dr, Craigieburn VIC 3064, Australia', 'geometry': {'location': {'lat': -37.6083982, 'lng': 144.9357328}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -37.6070492197085, 'lng': 144.9370817802915}, 'southwest': {'lat': -37.6097471802915, 'lng': 144.9343838197085}}}, 'place_id': 'ChIJvTwXX5JR1moRva56vaxB_sY', 'plus_code': {'compound_code': '9WRP+J7 Craigieburn, Victoria, Australia', 'global_code': '4RJ69WRP+J7'}, 'types': ['establishment', 'point_of_interest', 'primary_school', 'school']}], 'status': 'OK'}",144.9357328,y
2016,17176,Roxburgh Park Primary School,Roxburgh Park,VIC,3064,Government,Primary,School Single Entity,Individual Reporting,Department of Education and Training Victoria,Prep-6,Major Cities,959,47,29,18,6,40,33,19,12.2,480,250,230,480,1,80,"Roxburgh Park Primary School, Roxburgh Park, VIC, 3064","{'results': [{'address_components': [{'long_name': '7', 'short_name': '7', 'types': ['subpremise']}, {'long_name': '21', 'short_name': '21', 'types': ['street_number']}, {'long_name': 'Almands Avenue', 'short_name': 'Almands Ave', 'types': ['route']}, {'long_name': 'Roxburgh Park', 'short_name': 'Roxburgh Park', 'types': ['locality', 'political']}, {'long_name': 'City of Hume', 'short_name': 'Hume', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Victoria', 'short_name': 'VIC', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '3064', 'short_name': '3064', 'types': ['postal_code']}], 'formatted_address': '7/21 Almands Ave, Roxburgh Park VIC 3064, Australia', 'geometry': {'location': {'lat': -37.6338651, 'lng': 144.9308736}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -37.63251611970851, 'lng': 144.9322225802915}, 'southwest': {'lat': -37.6352140802915, 'lng': 144.9295246197085}}}, 'place_id': 'ChIJ7SHmtUxQ1moRJw3HL-oKOlw', 'plus_code': {'compound_code': '9W8J+F8 Roxburgh Park, Victoria, Australia', 'global_code': '4RJ69W8J+F8'}, 'types': ['establishment', 'point_of_interest', 'primary_school', 'school']}], 'status': 'OK'}",144.9308736,y
2016,18061,Roxburgh Rise Primary School,Roxburgh Park,VIC,3064,Government,Primary,School Single Entity,Individual Reporting,Department of Education and Training Victoria,Prep-6,Major Cities,946,50,27,17,5,67,57.2,16,12.4,809,385,424,809,1,79,"Roxburgh Rise Primary School, Roxburgh Park, VIC, 3064","{'results': [{'address_components': [{'long_name': 'Lockwood Drive', 'short_name': 'Lockwood Dr', 'types': ['route']}, {'long_name': 'Roxburgh Park', 'short_name': 'Roxburgh Park', 'types': ['locality', 'political']}, {'long_name': 'City of Hume', 'short_name': 'Hume', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Victoria', 'short_name': 'VIC', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '3064', 'short_name': '3064', 'types': ['postal_code']}], 'formatted_address': 'Lockwood Dr, Roxburgh Park VIC 3064, Australia', 'geometry': {'location': {'lat': -37.61617469999999, 'lng': 144.9227706}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': -37.6148257197085, 'lng': 144.9241195802915}, 'southwest': {'lat': -37.6175236802915, 'lng': 144.9214216197085}}}, 'place_id': 'ChIJ54sI46NR1moRbf1ooKVwU1s', 'plus_code': {'compound_code': '9WMF+G4 Roxburgh Park, Victoria, Australia', 'global_code': '4RJ69WMF+G4'}, 'types': ['establishment', 'point_of_interest', 'primary_school', 'school']}], 'status': 'OK'}",144.9227706,y
